symbol;available_exchanges;currency_base;currency_quote
ETC/ZAR;"[""Synthetic""]";Ethereum Classic;South African Rand
ETH/AUD;"[""ACX"",""BTC Markets"",""Luno"",""QUOINE""]";Ethereum;Australian Dollar
ETH/BITCNY;"[""CoinTiger""]";Ethereum;bitCNY
ETH/BRL;"[""Coinbene"",""Coinext"",""MercadoBitcoin"",""NovaDAX""]";Ethereum;Brazil Real
ETH/BTC;"[""Coinbene"",""IDCM"",""Poloniex"",""TOKOK""]";Ethereum;Bitcoin
ETH/CAD;"[""CoinField"",""Kraken""]";Ethereum;Canadian Dollar
ETH/CHF;"[""Bitci.com""]";Ethereum;Swiss Franc
ETH/CNY;"[""Synthetic""]";Ethereum;Chinese Yuan
ETH/DAI;"[""HitBTC""]";Ethereum;Dai
ETHD/USD;"[""Synthetic""]";Ethereum Dark;US Dollar
ETH/EUR;"[""Binance"",""BitStamp"",""Coinbase Pro"",""Kraken""]";Ethereum;Euro
ETH/GBP;"[""Bitfinex"",""Coinbase Pro"",""Kraken""]";Ethereum;British Pound
ETH/HKD;"[""QUOINE""]";Ethereum;Hong Kong Dollar
ETH/IDR;"[""BTC Indonesia"",""Luno""]";Ethereum;Indonesian Rupiah
ETH/ILS;"[""Synthetic""]";Ethereum;Israeli Shekel
ETH/INR;"[""Synthetic""]";Ethereum;Indian Rupee
ETH/JPY;"[""Bitfinex"",""Kraken"",""QUOINE"",""Zaif""]";Ethereum;Japanese Yen
ETH/KRW;"[""Bithumb"",""Coinone"",""ProBit Exchange"",""Upbit""]";Ethereum;Korean Won
ETH/LTC;"[""Exmo""]";Ethereum;Litecoin
ETHM/USD;"[""Synthetic""]";Ethereum Meta;US Dollar
ETH/MXN;"[""Bitso"",""Synthetic""]";Ethereum;Mexican Peso
ETH/MYR;"[""Luno"",""Synthetic""]";Ethereum;Malaysian Ringgit
ETH/NGN;"[""Luno""]";Ethereum;Nigerian Naira
ETH/PHP;"[""QUOINE""]";Ethereum;Philippine Peso
ETH/PLN;"[""BitBay"",""Exmo""]";Ethereum;Polish Zloty
ETH/RUB;"[""Exmo""]";Ethereum;Russian Ruble
ETH/SAR;"[""Synthetic""]";Ethereum;Saudi Riyal
ETH/SEK;"[""Synthetic""]";Ethereum;Swedish Krona
ETH/SGD;"[""QUOINE""]";Ethereum;Singapore Dollar
ETH/THB;"[""Bitkub"",""Satang Pro""]";Ethereum;Thai Baht
ETH/TRY;"[""BTCTurk"",""Paribu"",""Vebitcoin""]";Ethereum;Turkish Lira
ETH/UAH;"[""Exmo""]";Ethereum;Ukrainian Hryvnia
ETH/USD;"[""Bibox"",""Bilaxy"",""Binance"",""Bitfinex"",""IDCM""]";Ethereum;US Dollar
ETH/VND;"[""Synthetic""]";Ethereum;Vietnamese Dong
ETH/XAU;"[""Synthetic""]";Ethereum;Gold Spot
ETH/XRP;"[""CoinField""]";Ethereum;XRP
ETH/ZAR;"[""Luno"",""Synthetic""]";Ethereum;South African Rand
ETN/BTC;"[""HitBTC"",""Huobi"",""Kucoin"",""Liquid""]";Electroneum;Bitcoin
ETN/ETH;"[""HitBTC"",""Huobi"",""Kucoin"",""Liquid""]";Electroneum;Ethereum
ETN/EUR;"[""Liquid""]";Electroneum;Euro
ETN/USD;"[""HitBTC""]";Electroneum;US Dollar
ETP/BTC;"[""Bitfinex"",""Bit-Z"",""HitBTC""]";Metaverse ETP;Bitcoin
ETP/ETH;"[""Bitfinex""]";Metaverse ETP;Ethereum
ETP/USD;"[""Bitfinex"",""HitBTC""]";Metaverse ETP;US Dollar
ETT/BTC;"[""Livecoin""]";EncryptoTel [WAVES];Bitcoin
ETT/USD;"[""Synthetic""]";EncryptoTel [WAVES];US Dollar
EUC/USD;"[""Synthetic""]";Eurocoin;US Dollar
EURS/USD;"[""Ethfinex"",""OKCoin""]";STASIS EURO;US Dollar
EURS/USD;"[""HitBTC""]";STASIS EURS;US Dollar
EUSD/USD;"[""Synthetic""]";eUSD;US Dollar
EVC/ETH;"[""Mercatox""]";EventChain;Ethereum
EVC/USD;"[""Synthetic""]";EventChain;US Dollar
EVIL/BTC;"[""YoBit""]";Evil Coin;Bitcoin
EVIL/USD;"[""Synthetic""]";Evil Coin;US Dollar
EVNN/BTC;"[""BTC-Alpha"",""Hotbit"",""Mercatox""]";EvenCoin;Bitcoin
EVNN/ETH;"[""Hotbit"",""Mercatox""]";EvenCoin;Ethereum
EVNN/USD;"[""Synthetic""]";EvenCoin;US Dollar
EVO/BTC;"[""YoBit""]";Evotion;Bitcoin
EVO/USD;"[""Synthetic""]";Evotion;US Dollar
EVX/BTC;"[""Binance"",""Huobi"",""Huobi Korea""]";Everex;Bitcoin
EVX/ETH;"[""HitBTC"",""Huobi"",""Huobi Korea""]";Everex;Ethereum
EVX/USD;"[""HitBTC""]";Everex;US Dollar
EWT/BTC;"[""Kucoin""]";Energy Web Token;Bitcoin
EWT/USD;"[""Kraken"",""Kucoin""]";Energy Web Token;US Dollar
EXCL/BTC;"[""Bittrex"",""Upbit""]";ExclusiveCoin;Bitcoin
EXCL/USD;"[""Synthetic""]";ExclusiveCoin;US Dollar
EXC/USD;"[""Synthetic""]";Eximchain;US Dollar
EXMR/USD;"[""Synthetic""]";EXMR;US Dollar
EXN/USD;"[""Synthetic""]";ExchangeN;US Dollar
EXP/BTC;"[""Bittrex"",""Upbit"",""YoBit""]";Expanse;Bitcoin
EXP/USD;"[""Synthetic""]";Expanse;US Dollar
EXRN/ETH;"[""Hotbit"",""IDEX""]";EXRNchain;Ethereum
EXRN/USD;"[""Synthetic""]";EXRNchain;US Dollar
FAIR/USD;"[""Synthetic""]";FairCoin;US Dollar
FAP/USD;"[""Synthetic""]";FAPcoin;US Dollar
FAZZ/BTC;"[""YoBit""]";Fazzcoin;Bitcoin
FAZZ/USD;"[""Synthetic""]";Fazzcoin;US Dollar
FCN/USD;"[""Synthetic""]";Fantomcoin;US Dollar
FCT/BTC;"[""Bittrex""]";Factom;Bitcoin
FCT/USD;"[""Synthetic""]";Factom;US Dollar
FC/USD;"[""Synthetic""]";Facecoin;US Dollar
FDZ/BTC;"[""HitBTC"",""Mercatox""]";Friendz;Bitcoin
FDZ/ETH;"[""HitBTC"",""Mercatox""]";Friendz;Ethereum
FDZ/USD;"[""Synthetic""]";Friendz;US Dollar
FET/BNB;"[""Binance""]";Fetch;Binance Coin
FET/BTC;"[""Binance"",""Kucoin""]";Fetch;Bitcoin
FET/BTC;"[""Hotbit""]";Fetch.ai;Bitcoin
FET/ETH;"[""Kucoin""]";Fetch;Ethereum
FET/USD;"[""Binance"",""BitMax""]";Fetch;US Dollar
FET/USD;"[""Hotbit""]";Fetch.ai;US Dollar
FFC/USD;"[""Synthetic""]";FireFlyCoin;US Dollar
FIDYO/USD;"[""Synthetic""]";Fidyo;US Dollar
FIDYO/WAVES;"[""Waves Decentralized Exchange""]";Fidyo;Waves
FIL/BTC;"[""Binance"",""Coinbase Pro""]";Filecoin;Bitcoin
FIL/USD;"[""Binance"",""Gate.io""]";Filecoin;US Dollar
FINE/USD;"[""Gate.io""]";Refinable;US Dollar
FIO/BNB;"[""Binance""]";FIO Protocol;Binance Coin
FIO/BTC;"[""Binance""]";FIO Protocol;Bitcoin
FIO/USD;"[""BitMax""]";FIO Protocol;US Dollar
FIRE/BTC;"[""YoBit""]";Firecoin;Bitcoin
FIRE/USD;"[""Synthetic""]";Firecoin;US Dollar
FJC/USD;"[""Synthetic""]";FujiCoin;US Dollar
FLASH/BTC;"[""Crex24""]";Flash;Bitcoin
FLASH/USD;"[""Synthetic""]";Flash;US Dollar
FLAX/USD;"[""Synthetic""]";Flaxscript;US Dollar
FLDC/BTC;"[""FinexBox""]";FoldingCoin;Bitcoin
FLDC/USD;"[""Synthetic""]";FoldingCoin;US Dollar
FLIK/USD;"[""Synthetic""]";FLiK;US Dollar
FLIXX/ETH;"[""Liquid""]";Flixxo;Ethereum
FLIXX/USD;"[""Synthetic""]";Flixxo;US Dollar
FLM/USD;"[""Synthetic""]";FolmCoin;US Dollar
FLO/BTC;"[""Bittrex""]";FLO;Bitcoin
FLO/USD;"[""Synthetic""]";FLO;US Dollar
FLOW/BTC;"[""Huobi"",""Upbit""]";Flow;Bitcoin
FLOW/USD;"[""Huobi"",""Kraken""]";Flow;US Dollar
FLUZ/USD;"[""Synthetic""]";Fluz Fluz;US Dollar
FLVR/USD;"[""Synthetic""]";FlavorCoin;US Dollar
FLY/BTC;"[""YoBit""]";Flycoin;Bitcoin
FLY/USD;"[""Synthetic""]";Flycoin;US Dollar
FNC/BTC;"[""Livecoin""]";FinCoin;Bitcoin
FNC/USD;"[""Synthetic""]";FinCoin;US Dollar
FNKOS/ETH;"[""Coinbene""]";FNKOS;Ethereum
FNKOS/USD;"[""Synthetic""]";FNKOS;US Dollar
FNTB/BTC;"[""YoBit""]";FinTab;Bitcoin
FNTB/USD;"[""Synthetic"",""YoBit""]";FinTab;US Dollar
FOIN/BTC;"[""Hotbit""]";FOIN;Bitcoin
FOIN/USD;"[""Synthetic""]";FOIN;US Dollar
FONZ/USD;"[""Synthetic""]";Fonziecoin;US Dollar
FOR/USD;"[""Synthetic""]";FORCE;US Dollar
FOTA/BTC;"[""Kucoin""]";Fortuna;Bitcoin
FOTA/USD;"[""Synthetic""]";Fortuna;US Dollar
FRC/BTC;"[""FreiExchange""]";Freicoin;Bitcoin
FRC/USD;"[""Synthetic""]";Freicoin;US Dollar
FRD/USD;"[""Synthetic""]";Farad;US Dollar
FRK/BTC;"[""YoBit""]";Franko;Bitcoin
FRK/USD;"[""Synthetic""]";Franko;US Dollar
FRN/BTC;"[""YoBit""]";Francs;Bitcoin
FRN/USD;"[""Synthetic""]";Francs;US Dollar
FRST/BTC;"[""YoBit""]";FirstCoin;Bitcoin
FRST/ETH;"[""YoBit""]";FirstCoin;Ethereum
FRST/USD;"[""Synthetic""]";FirstCoin;US Dollar
FRWC/USD;"[""Synthetic""]";FrankyWillCoin;US Dollar
FSN/BNB;"[""Binance DEX""]";Fusion;Binance Coin
FSN/BTC;"[""Hotbit""]";Fusion;Bitcoin
FSN/USD;"[""Synthetic""]";Fusion;US Dollar
FST/USD;"[""Synthetic""]";Fastcoin;US Dollar
FTC/BTC;"[""Bittrex""]";Feathercoin;Bitcoin
FTC/USD;"[""Synthetic""]";Feathercoin;US Dollar
FTM/BNB;"[""Binance""]";Fantom;Binance Coin
FTM/BTC;"[""Binance"",""Kucoin""]";Fantom;Bitcoin
FTM/ETH;"[""Kucoin""]";Fantom;Ethereum
FTM/USD;"[""Binance"",""BitMax"",""MXC""]";Fantom;US Dollar
FTO/BTC;"[""SouthXchange"",""YoBit""]";FuturoCoin;Bitcoin
FTO/DOGE;"[""YoBit""]";FuturoCoin;Dogecoin
FTO/ETH;"[""YoBit""]";FuturoCoin;Ethereum
FTOKEN/BTC;"[""Crex24""]";Flash Token;Bitcoin
FTOKEN/USD;"[""Synthetic""]";Flash Token;US Dollar
FTO/RUB;"[""YoBit""]";FuturoCoin;Russian Ruble
FTO/USD;"[""SouthXchange"",""YoBit""]";FuturoCoin;US Dollar
FTO/WAVES;"[""YoBit""]";FuturoCoin;Waves
FTT/BTC;"[""Huobi""]";FTX Token;Bitcoin
FTT/USD;"[""Huobi""]";FTX Token;US Dollar
FT/USD;"[""Synthetic""]";Fabric Token;US Dollar
FUCK/USD;"[""Synthetic""]";FuckToken;US Dollar
FUEL/ETH;"[""Gate.io""]";Etherparty;Ethereum
FUEL/USD;"[""Gate.io""]";Etherparty;US Dollar
FUN/BTC;"[""Binance"",""Bitrue"",""HitBTC"",""OKEx""]";FunFair;Bitcoin
FUN/ETH;"[""Binance"",""Bitrue"",""Gate.io"",""LATOKEN""]";FunFair;Ethereum
FUNK/USD;"[""Synthetic""]";The Cypherfunks;US Dollar
FUN/TRY;"[""Vebitcoin""]";FunFair;Turkish Lira
FUN/USD;"[""Gate.io"",""HitBTC""]";FunFair;US Dollar
FUZZ/BTC;"[""YoBit""]";FuzzBalls;Bitcoin
FUZZ/USD;"[""Synthetic""]";FuzzBalls;US Dollar
FX/BTC;"[""Kucoin""]";Function X;Bitcoin
FXC/ETH;"[""IDEX""]";Flexacoin;Ethereum
FXC/USD;"[""Synthetic""]";Flexacoin;US Dollar
FX/ETH;"[""Kucoin""]";Function X;Ethereum
FXT/ETH;"[""Coinbene""]";FuzeX;Ethereum
FXT/USD;"[""Synthetic""]";FuzeX;US Dollar
FX/USD;"[""Synthetic""]";Function X;US Dollar
FYP/BTC;"[""HitBTC""]";FlypMe;Bitcoin
FYP/USD;"[""Synthetic""]";FlypMe;US Dollar
GAIN/USD;"[""Synthetic""]";UGAIN;US Dollar
GAME/BTC;"[""BitBay"",""Bittrex"",""COINEGG""]";GameCredits;Bitcoin
GAME/EUR;"[""BitBay""]";GameCredits;Euro
GAME/PLN;"[""BitBay""]";GameCredits;Polish Zloty
GAME/USD;"[""BitBay"",""Synthetic""]";GameCredits;US Dollar
GAM/USD;"[""Synthetic""]";Gambit;US Dollar
GAP/USD;"[""Synthetic""]";Gapcoin;US Dollar
GAS/BTC;"[""Binance"",""Huobi"",""Kucoin"",""OKEx""]";Gas;Bitcoin
GAS/ETH;"[""Huobi"",""OKEx""]";Gas;Ethereum
GAS/NEO;"[""Kucoin""]";Gas;NEO
GAS/USD;"[""Gate.io"",""OKEx""]";Gas;US Dollar
GB/BTC;"[""YoBit""]";GoldBlocks;Bitcoin
GBT/USD;"[""Synthetic""]";GameBet Coin;US Dollar
GB/USD;"[""Synthetic""]";GoldBlocks;US Dollar
GBX/USD;"[""Synthetic""]";GoByte;US Dollar
GBYTE/BTC;"[""Bittrex"",""Upbit""]";Obyte;Bitcoin
GBYTE/USD;"[""Synthetic""]";Obyte;US Dollar
GCC/USD;"[""Synthetic""]";GuccioneCoin;US Dollar
GCN/DOGE;"[""SouthXchange""]";GCN Coin;Dogecoin
GCN/USD;"[""Synthetic""]";GCN Coin;US Dollar
GCR/BTC;"[""YoBit""]";Global Currency...;Bitcoin
GCR/USD;"[""Synthetic""]";Global Currency...;US Dollar
GEERT/USD;"[""Synthetic""]";GeertCoin;US Dollar
GEN/ETH;"[""IDEX""]";DAOstack;Ethereum
GEN/USD;"[""Synthetic""]";DAOstack;US Dollar
GEO/BTC;"[""Bittrex"",""YoBit""]";GeoCoin;Bitcoin
GEO/USD;"[""Synthetic""]";GeoCoin;US Dollar
GIM/USD;"[""Synthetic""]";Gimli;US Dollar
GIN/ETH;"[""TOKOK""]";GINcoin;Ethereum
GIN/USD;"[""Synthetic""]";GINcoin;US Dollar
GLCn/BTC;"[""YoBit""]";GlobalCoin;Bitcoin
GLCn/USD;"[""Synthetic""]";GlobalCoin;US Dollar
GLS/USD;"[""Synthetic""]";GlassCoin;US Dollar
GLT/BTC;"[""Crex24""]";GlobalToken;Bitcoin
GLT/USD;"[""Synthetic""]";GlobalToken;US Dollar
GML/BTC;"[""YoBit""]";GameLeagueCoin;Bitcoin
GML/USD;"[""Synthetic""]";GameLeagueCoin;US Dollar
GMT/USD;"[""Synthetic""]";Mercury Protocol;US Dollar
GMX/USD;"[""Synthetic""]";GoldMaxCoin;US Dollar
GNO/BTC;"[""Bittrex"",""Kraken""]";Gnosis;Bitcoin
GNO/ETH;"[""Bittrex"",""Kraken"",""Kyber Network""]";Gnosis;Ethereum
GNO/EUR;"[""Kraken""]";Gnosis;Euro
GNO/USD;"[""Kraken""]";Gnosis;US Dollar
GNT/AUD;"[""Synthetic""]";Golem;Australian Dollar
GNT/BTC;"[""Binance"",""BitMart"",""HitBTC"",""Huobi""]";Golem;Bitcoin
GNT/ETH;"[""Binance"",""BitMart"",""Huobi""]";Golem;Ethereum
GNT/INR;"[""Bitbns""]";Golem;Indian Rupee
GNT/KRW;"[""Bithumb"",""Upbit""]";Golem;Korean Won
GNT/USD;"[""Gate.io"",""Huobi""]";Golem;US Dollar
GNX/BTC;"[""Huobi"",""OKEx""]";Genaro Network;Bitcoin
GNX/ETH;"[""Bibox"",""Gate.io"",""Huobi"",""OKEx""]";Genaro Network;Ethereum
GNX/USD;"[""Gate.io""]";Genaro Network;US Dollar
GO/BTC;"[""Binance"",""Bittrex"",""DragonEX"",""Kucoin""]";GoChain;Bitcoin
GOD/BTC;"[""Gate.io"",""YoBit""]";Bitcoin God;Bitcoin
GOD/USD;"[""Gate.io""]";Bitcoin God;US Dollar
GO/ETH;"[""Kucoin""]";GoChain;Ethereum
GOLF/USD;"[""Synthetic""]";Golfcoin;US Dollar
GOOD/USD;"[""Synthetic""]";Goodomy;US Dollar
GOT/BTC;"[""Hotbit""]";GoNetwork;Bitcoin
GOT/ETH;"[""Hotbit""]";GoNetwork;Ethereum
GOT/USD;"[""Synthetic""]";GoNetwork;US Dollar
GO/USD;"[""Kucoin"",""Synthetic""]";GoChain;US Dollar
GP/BTC;"[""YoBit""]";GoldPieces;Bitcoin
GP/USD;"[""Synthetic""]";GoldPieces;US Dollar
GPU/USD;"[""Synthetic""]";GPU Coin;US Dollar
GRC/BTC;"[""SouthXchange""]";GridCoin;Bitcoin
GRC/USD;"[""Synthetic""]";GridCoin;US Dollar
GRE/USD;"[""Synthetic""]";Greencoin;US Dollar
GRFT/BTC;"[""TradeOgre""]";Graft;Bitcoin
GRFT/USD;"[""Synthetic""]";Graft;US Dollar
GRIN/BTC;"[""BitForex"",""COINEGG"",""Hotbit"",""Kucoin""]";Grin;Bitcoin
GRIN/ETH;"[""Bibox"",""Gate.io"",""Hotbit"",""Kucoin""]";Grin;Ethereum
GRIN/USD;"[""BitForex"",""COINEGG"",""Gate.io"",""Hotbit""]";Grin;US Dollar
GRS/BTC;"[""Binance"",""Bittrex"",""Upbit""]";Groestlcoin;Bitcoin
GRS/ETH;"[""Huobi""]";Groestlcoin;Ethereum
GRS/KRW;"[""Upbit""]";Groestlcoin;Korean Won
GRS/USD;"[""Synthetic""]";Groestlcoin;US Dollar
GRT/BTC;"[""Binance"",""Huobi""]";The Graph;Bitcoin
GRT/USD;"[""Binance"",""Huobi""]";The Graph;US Dollar
GRV/USD;"[""Synthetic""]";Gravium;US Dollar
GRWI/USD;"[""Synthetic""]";Growers International;US Dollar
GRX/USD;"[""Synthetic""]";GOLD Reward Token;US Dollar
GSR/BTC;"[""YoBit""]";GeyserCoin;Bitcoin
GSR/USD;"[""Synthetic""]";GeyserCoin;US Dollar
GTC/BTC;"[""Gate.io""]";Global Tour Coin;Bitcoin
GTC/ETH;"[""Gate.io""]";Global Tour Coin;Ethereum
GTCG/ETH;"[""HADAX""]";Game.com;Ethereum
GTCG/USD;"[""Synthetic""]";Game.com;US Dollar
GTC/USD;"[""Gate.io"",""Synthetic""]";Global Tour Coin;US Dollar
GTO/BTC;"[""Binance"",""OKEx""]";Gifto;Bitcoin
GTO/ETH;"[""OKEx""]";Gifto;Ethereum
GTO/USD;"[""Binance"",""OKEx"",""Synthetic""]";Gifto;US Dollar
GUESS/BTC;"[""YoBit""]";Peerguess;Bitcoin
GUESS/USD;"[""Synthetic""]";Peerguess;US Dollar
GUN/BTC;"[""SouthXchange""]";Guncoin;Bitcoin
GUN/USD;"[""Synthetic""]";Guncoin;US Dollar
GUP/BTC;"[""Bittrex""]";Matchpool;Bitcoin
GUP/USD;"[""Synthetic""]";Matchpool;US Dollar
GUSD/USD;"[""BitMart"",""Hotbit""]";Gemini Dollar;US Dollar
GVT/BTC;"[""Binance""]";Genesis Vision;Bitcoin
GVT/ETH;"[""HitBTC""]";Genesis Vision;Ethereum
GVT/USD;"[""Synthetic""]";Genesis Vision;US Dollar
GXC/BTC;"[""Huobi""]";GXChain;Bitcoin
GXC/ETH;"[""Huobi""]";GXChain;Ethereum
GXC/USD;"[""Bit-Z"",""Huobi""]";GXChain;US Dollar
GXS/BTC;"[""BigONE"",""Binance"",""Bit-Z""]";GXChain;Bitcoin
GXS/ETH;"[""Binance""]";GXChain;Ethereum
GXS/USD;"[""Synthetic""]";GXChain;US Dollar
HAC/BTC;"[""YoBit""]";Hackspace Capital;Bitcoin
HAC/USD;"[""Synthetic""]";Hackspace Capital;US Dollar
HALLO/USD;"[""Synthetic""]";Halloween Coin;US Dollar
HALLO/WAVES;"[""YoBit""]";Halloween Coin;Waves
HBAR/BNB;"[""Binance""]";Hedera Hashgraph;Binance Coin
HBAR/BTC;"[""Binance"",""OKEx""]";Hedera Hashgraph;Bitcoin
HBAR/KRW;"[""Upbit""]";Hedera Hashgraph;Korean Won
HBAR/USD;"[""Binance"",""OKEx""]";Hedera Hashgraph;US Dollar
HBC/USD;"[""Synthetic""]";HomeBlockCoin;US Dollar
HCA/BTC;"[""Binance"",""Huobi"",""OKEx""]";HyperCash;Bitcoin
HCA/ETH;"[""Huobi"",""Kucoin"",""OKEx""]";HyperCash;Ethereum
HCA/USD;"[""Huobi"",""OKEx"",""Synthetic"",""ZB.COM""]";HyperCash;US Dollar
HCC/USD;"[""Synthetic""]";Happy Creator Coin;US Dollar
HC/USD;"[""Synthetic""]";Harvest Masternode Coin;US Dollar
HDG/BTC;"[""YoBit""]";Hedge;Bitcoin
HDG/ETH;"[""YoBit""]";Hedge;Ethereum
HDG/USD;"[""YoBit""]";Hedge;US Dollar
HEDG/BTC;"[""CoinTiger""]";HedgeTrade;Bitcoin
HEDG/ETH;"[""CoinTiger""]";HedgeTrade;Ethereum
HEDG/USD;"[""Synthetic""]";HedgeTrade;US Dollar
HELP/BTC;"[""FinexBox""]";HELPICO;Bitcoin
HELP/USD;"[""Synthetic""]";Helpico;US Dollar
HER/ETH;"[""Bilaxy""]";HeroNode;Ethereum
HER/USD;"[""Synthetic""]";HeroNode;US Dollar
HGT/BTC;"[""HitBTC""]";HelloGold;Bitcoin
HGT/ETH;"[""HitBTC""]";HelloGold;Ethereum
HGT/USD;"[""Synthetic""]";HelloGold;US Dollar
HIGH/USD;"[""Synthetic""]";High Gain;US Dollar
HKN/BTC;"[""YoBit""]";Hacken;Bitcoin
HKN/USD;"[""Synthetic""]";Hacken;US Dollar
HMC/USD;"[""Synthetic""]";HarmonyCoin;US Dollar
HMP/USD;"[""Synthetic""]";HempCoin;US Dollar
HMQ/BTC;"[""Bittrex"",""Hotbit"",""Mercatox"",""Upbit""]";Humaniq;Bitcoin
HMQ/ETH;"[""Mercatox""]";Humaniq;Ethereum
HMQ/USD;"[""Synthetic""]";Humaniq;US Dollar
HNC/BTC;"[""p2pb2b"",""ProBit Exchange""]";Hellenic Coin;Bitcoin
HNC/USD;"[""Synthetic""]";Hellenic Coin;US Dollar
HNT/BTC;"[""Binance""]";Helium;Bitcoin
HNT/USD;"[""Binance""]";Helium;US Dollar
HODL/USD;"[""Synthetic""]";HOdlcoin;US Dollar
HOT/BNB;"[""Binance""]";Holo;Binance Coin
HOT/BTC;"[""Binance"",""Bitrue"",""CoinEx""]";Holo;Bitcoin
HOT/ETH;"[""Binance"",""Bitrue"",""Hotbit"",""IDEX""]";Holo;Ethereum
HOT/EUR;"[""Binance""]";Holo;Euro
HOTL/BTC;"[""Huobi""]";Hydro Protocol;Bitcoin
HOTL/ETH;"[""Huobi""]";Hydro Protocol;Ethereum
HOTL/USD;"[""Ethfinex""]";Hydro Protocol;US Dollar
HOT/TRY;"[""Binance"",""Paribu"",""Vebitcoin""]";Holo;Turkish Lira
HOT/USD;"[""BigONE"",""Binance"",""Bitrue"",""WazirX""]";Holo;US Dollar
HOT/XRP;"[""Bitrue""]";Holo;XRP
HPB/BTC;"[""Bibox"",""Kucoin""]";High Performance...;Bitcoin
HPB/ETH;"[""Bibox"",""Kucoin""]";High Performance...;Ethereum
HPB/USD;"[""Bibox"",""Synthetic""]";High Performance...;US Dollar
HPC/BTC;"[""YoBit""]";Happycoin;Bitcoin
HPC/ETH;"[""YoBit""]";Happycoin;Ethereum
HPC/USD;"[""Synthetic"",""YoBit""]";Happycoin;US Dollar
HST/BTC;"[""Livecoin""]";Decision Token;Bitcoin
HST/USD;"[""Synthetic""]";Decision Token;US Dollar
HTC/USD;"[""Synthetic""]";HitCoin;US Dollar
HT/ETH;"[""Huobi""]";Huobi Token;Ethereum
HTML5/USD;"[""Synthetic""]";HTML5COIN;US Dollar
HT/USD;"[""Huobi""]";Huobi Token;US Dollar
HUC/USD;"[""Synthetic""]";HunterCoin;US Dollar
HUNC/USD;"[""Synthetic""]";Huncoin;US Dollar
HVCO/BTC;"[""YoBit""]";High Voltage;Bitcoin
HVCO/USD;"[""Synthetic""]";High Voltage;US Dollar
HVN/USD;"[""Synthetic""]";Hiveterminal Token;US Dollar
HXX/BTC;"[""YoBit""]";Hexx;Bitcoin
HXX/USD;"[""Synthetic""]";Hexx;US Dollar
HYDRO/BTC;"[""BitMart"",""Bittrex"",""CoinEx""]";Hydro;Bitcoin
HYDRO/ETH;"[""BitMart"",""IDEX""]";Hydro;Ethereum
HYDRO/USD;"[""Synthetic""]";Hydro;US Dollar
HYPER/USD;"[""Synthetic""]";Hyper;US Dollar
HYP/USD;"[""Synthetic""]";HyperStake;US Dollar
HYTV/USD;"[""Synthetic""]";Hyper TV;US Dollar
I0C/USD;"[""Synthetic""]";I0Coin;US Dollar
IBANK/BTC;"[""YoBit""]";iBank;Bitcoin
IBANK/USD;"[""Synthetic""]";iBank;US Dollar
IBTC/USD;"[""Synthetic""]";iBTC;US Dollar
ICE/USD;"[""Synthetic""]";iDice;US Dollar
ICOB/USD;"[""Synthetic""]";ICOBID;US Dollar
ICON/BTC;"[""YoBit""]";Iconic;Bitcoin
ICON/USD;"[""Synthetic""]";Iconic;US Dollar
ICOS/BTC;"[""Livecoin""]";ICOS;Bitcoin
ICOS/USD;"[""Synthetic""]";ICOS;US Dollar
ICP/BTC;"[""Binance""]";Internet Computer;Bitcoin
ICP/USD;"[""Binance"",""Huobi""]";Internet Computer;US Dollar
ICX/AUD;"[""Synthetic""]";ICON;Australian Dollar
ICX/BNB;"[""Binance""]";ICON;Binance Coin
ICX/BTC;"[""Binance"",""HitBTC"",""Huobi"",""OKEx""]";ICON;Bitcoin
ICX/CAD;"[""Synthetic""]";ICON;Canadian Dollar
ICX/CNY;"[""Synthetic""]";ICON;Chinese Yuan
ICX/ETH;"[""Binance"",""Gate.io"",""HitBTC"",""Huobi""]";ICON;Ethereum
ICX/EUR;"[""Synthetic""]";ICON;Euro
ICX/HKD;"[""Synthetic""]";ICON;Hong Kong Dollar
ICX/ILS;"[""Synthetic""]";ICON;Israeli Shekel
ICX/INR;"[""Synthetic""]";ICON;Indian Rupee
ICX/KRW;"[""Synthetic""]";ICON;Korean Won
ICX/MXN;"[""Synthetic""]";ICON;Mexican Peso
ICX/MYR;"[""Synthetic""]";ICON;Malaysian Ringgit
ICX/PLN;"[""Synthetic""]";ICON;Polish Zloty
ICX/RUB;"[""Synthetic""]";ICON;Russian Ruble
ICX/SAR;"[""Synthetic""]";ICON;Saudi Riyal
ICX/SEK;"[""Synthetic""]";ICON;Swedish Krona
ICX/TRY;"[""Synthetic""]";ICON;Turkish Lira
ICX/USD;"[""Binance"",""DragonEX"",""HitBTC"",""OKEx""]";ICON;US Dollar
ICX/VND;"[""Synthetic""]";ICON;Vietnamese Dong
ICX/ZAR;"[""Synthetic""]";ICON;South African Rand
IETH/BTC;"[""YoBit""]";iEthereum;Bitcoin
IETH/ETH;"[""YoBit""]";iEthereum;Ethereum
IETH/USD;"[""YoBit""]";iEthereum;US Dollar
IFLT/USD;"[""YoBit""]";InflationCoin;US Dollar
IFT/USD;"[""Synthetic""]";InvestFeed;US Dollar
IGNIS/BTC;"[""Bittrex"",""TOKOK"",""Upbit""]";Ignis;Bitcoin
IGNIS/ETH;"[""TOKOK""]";Ignis;Ethereum
IGNIS/IDR;"[""Indodax""]";Ignis;Indonesian Rupiah
